Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year
200401DM00184,26 - 35,38,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND AEC,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00187,Data missing or out of range,3,Data missing or out of range,NA,2148,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E220 CDI AVANTGARDE,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00188,26 - 35,1,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00190,21 - 25,6,Urban area,2,1242,None,None,Data missing or out of range,Data missing or out of range,FIAT,PUNTO SX 60,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,109,Data missing or out of range,Front,2004
200401DM00191,46 - 55,3,Urban area,2,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00193,26 - 35,17,Data missing or out of range,NA,1297,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,ASTRA 1.3,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00198,21 - 25,3,Urban area,2,400,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00203,26 - 35,13,Urban area,5,599,None,None,Data missing or out of range,Data missing or out of range,YAMAHA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,106,Data missing or out of range,Nearside,2004
200401DM00203,36 - 45,NA,Urban area,7,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,KANGOO 665 1.9D,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Changing lane to right,3,109,Data missing or out of range,Offside,2004
200401DM00204,26 - 35,1,Data missing or out of range,NA,2148,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,SPRINTER 308 CDI PLUS MWB,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Nearside,2004
200401DM00206,46 - 55,37,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND AEC,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00211,36 - 45,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,CARAVELLE TDI LWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Offside,2004
200401DM00215,36 - 45,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00218,36 - 45,4,Urban area,5,124,Kerb,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Female,Skidded,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Motorcycle 125cc and under,Data missing or out of range,Nearside,2004
200401DM00219,46 - 55,7,Urban area,1,9600,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00220,Data missing or out of range,5,Urban area,6,3199,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,CLK 320 SPORT AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Front,2004
200401DM00221,26 - 35,NA,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Did not impact,2004
200401DM00222,36 - 45,23,Small town,5,1045,None,None,Data missing or out of range,Data missing or out of range,MCW,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00223,36 - 45,7,Urban area,4,996,Parked vehicle,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,2,106,Data missing or out of range,Offside,2004
200401DM00224,56 - 65,3,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,DAF TRUCKS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401DM00226,46 - 55,1,Urban area,9,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,108,Data missing or out of range,Offside,2004
200401DM00227,56 - 65,2,Urban area,2,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Front,2004
200401DM00230,21 - 25,NA,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,HONDA,SH50,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 50cc and under,Data missing or out of range,Front,2004
200401DM00231,36 - 45,3,Urban area,3,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ZIP 125,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401DM00235,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Offside,2004
200401DM00237,46 - 55,4,Urban area,4,500,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00239,36 - 45,12,Urban area,2,1396,None,None,Data missing or out of range,Data missing or out of range,ROVER,414 SI,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Offside,2004
200401DM00241,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND AEC,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00243,46 - 55,9,Urban area,7,3239,None,None,Data missing or out of range,Data missing or out of range,JAGUAR,XJ6 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401DM00243,36 - 45,NA,Urban area,5,1998,None,None,Data missing or out of range,Data missing or out of range,MAZDA,6 TS DIESEL,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,2,109,Data missing or out of range,Front,2004
200401DM00247,46 - 55,2,Urban area,10,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,108,Data missing or out of range,Nearside,2004
200401DM00248,16 - 20,10,Urban area,8,1896,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,GOLF CL TD UMWELT,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401DM00248,36 - 45,6,Urban area,6,9600,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,Bus or coach (17 or more pass seats),Data missing or out of range,Back,2004
200401DM00249,46 - 55,1,Urban area,2,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401DM00251,26 - 35,6,Urban area,5,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Nearside,2004
200401DM00253,46 - 55,9,Urban area,1,5861,None,None,Data missing or out of range,Data missing or out of range,IVECO-FORD,,Heavy oil,Male,None,Articulated vehicle,Did not leave carriageway,0,Waiting to go - held up,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Offside,2004
200401DM00256,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 50cc and under,Data missing or out of range,Front,2004
200401DM00258,56 - 65,2,Urban area,8,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,108,Data missing or out of range,Offside,2004
200401DM00260,36 - 45,6,Urban area,2,1998,None,None,Data missing or out of range,Data missing or out of range,DAEWOO,NUBIRA CDX AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401DM00264,26 - 35,7,Data missing or out of range,NA,3498,None,None,Data missing or out of range,Data missing or out of range,BMW,735I AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401DM00265,21 - 25,7,Urban area,10,9600,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00266,46 - 55,7,Urban area,3,1998,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,OMEGA 2.0 16V GLS AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Nearside,2004
200401DM00267,26 - 35,3,Data missing or out of range,NA,600,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,106,Data missing or out of range,Front,2004
200401DM00268,26 - 35,11,Urban area,6,649,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401DM00269,36 - 45,3,Data missing or out of range,NA,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,108,Data missing or out of range,Offside,2004
200401DM00270,21 - 25,38,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND AEC,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00272,26 - 35,2,Urban area,1,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401DM00274,36 - 45,13,Urban area,3,1468,None,None,Data missing or out of range,Data missing or out of range,MITSUBISHI,LANCER GLX LIFTBACK A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401DM00275,26 - 35,1,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401DM00275,46 - 55,4,Urban area,5,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Changing lane to right,2,108,Data missing or out of range,Offside,2004
200401DM00276,46 - 55,24,Urban area,3,744,None,None,Data missing or out of range,Data missing or out of range,TRIUMPH,,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,106,Data missing or out of range,Did not impact,2004
200401DM00277,21 - 25,3,Urban area,8,49,None,None,Data missing or out of range,Data missing or out of range,SYM,FIDDLE 50,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401DM00286,26 - 35,2,Urban area,4,50,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401DM00286,Data missing or out of range,4,Data missing or out of range,NA,1275,None,None,Data missing or out of range,Data missing or out of range,MORRIS,MARINA 1.3 DELUXE,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Nearside,2004
